,id,text,author,category
1870,15162,"What is life? A madness. What is life? An illusion, a shadow, a story. And the greatest good is little enough for all life is a dream, and dreams themselves are only dreams.",Pedro Calderon de la Barca,dreams
1871,68404,"My restaurants are never opened on Thanksgiving I want my staff to spend time with their family if they can. My feeling is, if I can't figure out how to make money the rest of the year so that my workers can enjoy the holidays, then I don't deserve to be an owner.",Michael Symon,time
1872,30100,"Left-wing politicians take away your liberty in the name of children and of fighting poverty, while right-wing politicians do it in the name of family values and fighting drugs. Either way, government gets bigger and you become less free.",Harry Browne,government
1873,3016,I know of no more disagreeable situation than to be left feeling generally angry without anybody in particular to be angry at.,Frank Moore Colby,anger
1874,37990,I don't think that people should wear dresses two sizes too small. I just think that sexiness is better left to the imagination. It's just more tasteful.,Rachel Zoe,imagination
1875,37234,"Suspense is very important. Even though this is humor and they're short stories, that theory of building suspense is still there.",Sergio Aragones,humor
1876,22417,Fear of the future is worse than one's present fortune.,Quintilian,fear
1877,22849,"My expertise was in public finance, particularly corporate taxation, since I had worked at the US Treasury.",Merton Miller,finance
1878,59960,"There are lots of people I admire and respect, but I don't necessarily want to be like them. I'm to happy being myself.",James D'arcy,respect
1879,75940,"Now a soft kiss - Aye, by that kiss, I vow an endless bliss.",John Keats,valentinesday
1880,23338,"If you see a black family, it's looting, but if it's a white family they are looking for food.",Kanye West,food
1881,16775,"I feel like in America, we don't have a kid problem. You think about all these issues that these kids are dealing with, we have an adult problem. We have adults that do not place the priority on our kids to get a valuable education.",Alonzo Mourning,education
1882,49344,"I played Winnie Cooper on 'The Wonder Years' from ages 12-18, and did a few other movies during some of the summers.",Danica McKellar,movies
1883,9937,"The problem with being sure that God is on your side is that you can't change your mind, because God sure isn't going to change His.",Roger Ebert,change
1884,61129,"In Mississippi, you don't admit that you're gay. It's just an awkward thing down South, which is sad.",Lance Bass,sad
1885,25808,One man's folly is another man's wife.,Helen Rowland,funny
1886,70117,"Being a teen can be tough. Just try to surround yourself with really good friends that really have your back, and also be a really good friend to those who really care about you. If you're not sure about certain things, talk to your friends that you trust and your family.",Victoria Justice,trust
1887,59318,Religion is the sole technique for the validating of values.,Allen Tate,religion
1888,19215,A library implies an act of faith.,Victor Hugo,faith
1889,70841,"Two qualities are indispensable: first, an intellect that, even in the darkest hour, retains some glimmerings of the inner light which leads to truth and second, the courage to follow this faint light wherever it may lead.",Karl Von Clausewitz,truth
1890,55521,"The journey for women, no matter what venue it is - politics, business, film - it's, it's a long journey.",Kathryn Bigelow,politics
1891,39717,"Effective use of Braille is as important to the blind as independent mobility, knowledge in the use of adaptive technology, and the core belief that equality, opportunity and security are truly possible for all people who are blind.",Bob Ney,knowledge
1892,7479,Art is the beautiful way of doing things. Science is the effective way of doing things. Business is the economic way of doing things.,Elbert Hubbard,business
1893,75307,"For his heart was in his work, and the heart giveth grace unto every art.",Henry Wadsworth Longfellow,work
1894,69333,"I associate going to an airport with work because I travel so much with my job. So when I have a few days free from work, I tend to stay at home.",Evelyn Glennie,travel
1895,31437,A man must live like a great brilliant flame and burn as brightly as he can. In the end he burns out. But this is far better than a mean little flame.,Boris Yeltsin,great
1896,29686,Any good music must be an innovation.,Les Baxter,good
1897,61094,It's always sad if anybody you know has a personal problem.,Lee Child,sad
1898,40893,By playing games you can artificially speed up your learning curve to develop the right kind of thought processes.,Nate Silver,learning
1899,9105,"Lord, where we are wrong, make us willing to change where we are right, make us easy to live with.",Peter Marshall,change
1900,74132,"Middle-aged women have greater stability, they are more loyal, and their capacity for steady work is greater than that of younger women.",Kate Smith,women
1901,4796,"It's a question of keeping one's eyes and ears open and watching how other people play the game. They're watching me too, to see what my attitude is like.",Charles Dance,attitude
1902,32209,"Every day is a new day, and you'll never be able to find happiness if you don't move on.",Carrie Underwood,happiness
1903,12662,"In the 'Garnethill' trilogy, people always forget that Maureen O'Donnell's dad was a journalist and she did art history at uni and her brother did law, but no-one ever thinks they're middle-class - they're just working class because they speak with accents.",Denise Mina,dad
1904,4882,What reader wants to be told what attitude to strike?,Ian Mcewan,attitude
1905,45197,Men get to be a mixture of the charming mannerisms of the women they have known.,F. Scott Fitzgerald,men
1906,16961,This Nation has realized significant environmental improvements over the last three decades.,Jerry Costello,environmental
1907,72598,I don't ever really feel that wearing my wedding ring is what determines me being married or not.,Jessica Simpson,wedding
1908,35425,"In the true sense one's native land, with its background of tradition, early impressions, reminiscences and other things dear to one, is not enough to make sensitive human beings feel at home.",Emma Goldman,home
1909,64634,"Suppressed grief suffocates, it rages within the breast, and is forced to multiply its strength.",Ovid,strength
1910,21041,"Indeed, wretched the man whose fame makes his misfortunes famous.",Lucius Accius,famous
1911,10473,"I was a 'Duck Hunt' and 'Mario' guy, and stuff like that. I was never technologically driven. I never had all the cool, new toys. I was the youngest child, I wasn't the only child, so I wasn't spoiled as a kid. And, we were on the farm, so we didn't have a lot. Also, with computers, I'm not very good with them. I just check my email.",Garrett Hedlund,computers
1912,15213,"I just kind of wake up with a new idea and new dreams every day, and I follow that dream, as they say.",Dolly Parton,dreams
1913,2521,"I don't think immortality is necessarily the key to understanding the world. You have to be careful with what you think you're achieving. I'm all for science discovering amazing and fantastic things about our world, but I think the motivations behind it are slightly askew.",Reggie Watts,amazing
1914,22863,"The more anxious, isolated and time-deprived we are, the more likely we are to turn to paid personal services. To finance these extra services, we work longer hours. This leaves less time to spend with family, friends and neighbors we become less likely to call on them for help, and they on us.",Arlie Russell Hochschild,finance
1915,17980,The wisdom and experience of older people is a resource of inestimable worth. Recognizing and treasuring the contributions of older people is essential to the long-term flourishing of any society.,Daisaku Ikeda,experience
1916,65180,Strength lies not in defence but in attack.,Adolf Hitler,strength
1917,41435,"After the United States entered the war, I joined the Naval Reserve and spent ninety days in a Columbia University dormitory learning to be a naval officer.",James Tobin,learning
1918,71150,"Violence does, in truth, recoil upon the violent, and the schemer falls into the pit which he digs for another.",Arthur Conan Doyle,truth
1919,7428,The herd instinct among forecasters makes sheep look like independent thinkers.,Edgar R. Fiedler,business
1920,35363,"America's future will be determined by the home and the school. The child becomes largely what he is taught hence we must watch what we teach, and how we live.",Jane Addams,home
1921,59664,"If I respect myself and believe in what I'm doing, no one can touch me.",Fiona Apple,respect
1922,60233,"What I'd say about that is that we must respect homosexuals in the church. I've got many homosexual friends, the issue is not in any way a homophobic reaction on my part.",George Carey,respect
1923,26055,"I'm a pretty funny guy, and I would love to do a comedy with a bunch of funny guys - movie-star guys, where they could help me through it.",LeBron James,funny
1924,17323,Experience is the teacher of all things.,Julius Caesar,experience
1925,28346,"The finite is annihilated in the presence of the infinite, and becomes a pure nothing. So our spirit before God, so our justice before divine justice.",Blaise Pascal,god
1926,69271,"I stepped away to find out more about myself, which I was having difficulty doing as a football player. I got a chance to travel the world. I studied Eastern philosophy, and I've grown as a person so much.",Ricky Williams,travel
1927,18631,"Success is more dangerous than failure, the ripples break over a wider coastline.",Graham Greene,failure
1928,15123,Dreams must be heeded and accepted. For a great many of them come true.,Paracelsus,dreams
1929,56141,"It's also a question of finding good material and interesting roles. I'm not the only actress out there, and good parts just don't fall into your lap that easily. But I like most of the films I've made recently and so I'm pretty positive about the future.",Winona Ryder,positive
1930,69177,"Travel makes a wise man better, and a fool worse.",Thomas Fuller,travel
1931,52432,"And I love that even in the toughest moments, when we're all sweating it - when we're worried that the bill won't pass, and it seems like all is lost - Barack never lets himself get distracted by the chatter and the noise. Just like his grandmother, he just keeps getting up and moving forward... with patience and wisdom, and courage and grace.",Michelle Obama,patience
1932,17953,"Reading a book is like re-writing it for yourself. You bring to a novel, anything you read, all your experience of the world. You bring your history and you read it in your own terms.",Angela Carter,experience
1933,69294,It's wonderful to travel with somebody that you love and we never travel anywhere without one another.,Roger Moore,travel
1934,56612,"Power does not corrupt men fools, however, if they get into a position of power, corrupt power.",George Bernard Shaw,power
1935,15327,And our dreams are who we are.,Barbara Sher,dreams
1936,42545,"Winning is great, sure, but if you are really going to do something in life, the secret is learning how to lose. Nobody goes undefeated all the time. If you can pick up after a crushing defeat, and go on to win again, you are going to be a champion someday.",Wilma Rudolph,life
1937,22563,"I don't want to wake up and be bored. That's probably my greatest fear is to have nothing to do. What better job is there than to play quarterback for an NFL team, and certainly one that I've been on for a long time and had success with? I don't plan on giving it up any time soon.",Tom Brady,fear
1938,54002,"I don't think I've ever read poetry, ever.",Eminem,poetry
1939,40143,The one thing that the President can do is to establish a real energy independence plan. We have all the recources we need right here in this country to establish energy independence if we had the leadership.,Herman Cain,leadership
1940,74967,"Some slaves are scoured to their work by whips, others by their restlessness and ambition.",John Ruskin,work
1941,29725,"We make a living by what we get, but we make a life by what we give.",Winston Churchill,government
1942,57469,Maybe the most that you can expect from a relationship that goes bad is to come out of it with a few good songs.,Marianne Faithfull,relationship
1943,50963,"A movie goes from several stages, from idea to script. As you continue shooting, you will make some adjustments. You're constantly adjusting. It's like a piece of music. You're constantly trying to make it better.",Robert Rodriguez,music
1944,40627,"Don't limit a child to your own learning, for he was born in another time.",Rabindranath Tagore,learning
1945,3128,"I'm not a screamer. I'm confrontational, but I don't think that translates into anger.",Rachel Maddow,anger
1946,27286,A healthy vision of the future is not possible without an accurate knowledge of the past.,Daisaku Ikeda,future
1947,48152,"In the morning a man walks with his whole body in the evening, only with his legs.",Ralph Waldo Emerson,morning
1948,303,The hallmark of our age is the tension between aspirations and sluggish institutions.,John W. Gardner,age
1949,44106,Marriage is a great institution.,Elizabeth Taylor,marriage
1950,68943,Winning is overrated. The only time it is really important is in surgery and war.,Al McGuire,time
1951,11357,"I work with really cool people, and so far I haven't been approached in any embarrassing manner when it comes to image.",Sondre Lerche,cool
1952,41965,Life in abundance comes only through great love.,Elbert Hubbard,life
1953,72459,"Watergate enabled the Democrats to cut off all aid to South Vietnam and ensure American defeat in a war their party entered and had effectively lost, before Nixon salvaged a non-Communist South Vietnam while effecting a complete American withdrawal.",Conrad Black,war
1954,35384,I have never met a woman who works who doesn't feel guilty. I mean we all deny it like crazy but deep down there is always that voice saying you should be at home.,Kristin Scott Thomas,home
1955,34071,"In all history there is no war which was not hatched by the governments, the governments alone, independent of the interests of the people, to whom war is always pernicious even when successful.",Leo Tolstoy,history
1956,20016,A happy family is but an earlier heaven.,George Bernard Shaw,family
1957,21035,The hardest thing about being famous is that people are always nice to you. You're in a conversation and everybody's agreeing with what you're saying - even if you say something totally crazy. You need people who can tell you what you don't want to hear.,Al Pacino,famous
1958,15992,"If education is always to be conceived along the same antiquated lines of a mere transmission of knowledge, there is little to be hoped from it in the bettering of man's future. For what is the use of transmitting knowledge if the individual's total development lags behind?",Maria Montessori,education
1959,68471,For a long time now I have tried simply to write the best I can. Sometimes I have good luck and write better than I can.,Ernest Hemingway,time
1960,66162,The secret of my success is my hairspray.,Richard Gere,success
1961,9996,"You want to balance the budget in this country? We change the salary structure for Congress and the President. Every year they don't balance the budget, we don't pay them.",Daniel Keys Moran,change
1962,250,"Life, an age to the miserable, and a moment to the happy.",Francis Bacon,age
1963,30234,"We tried to have diplomas without learning, we tried to have jobs without work, we tried to have houses without savings, we tried to have government without responsibility.",Newt Gingrich,government
1964,65331,Applause waits on success.,Benjamin Franklin,success
1965,11192,"Men, when they fight in movies, it's a very different style. Harrison Ford was so cool when he had the whip, and Bruce Lee was such an artist that you couldn't take your eyes off of him.",Lucy Liu,cool
1966,93,I'm not afraid of aging.,Shelley Duvall,age
1967,23687,"As a chef, I had started working with groups like Share Our Strength and various local food banks in New York, raising money for hunger-related issues. And not only me, but the entire restaurant industry has been very focused on this issue.",Tom Colicchio,food
1968,66206,A sorrow's crown of sorrow is remembering happier times.,Alfred Lord Tennyson,sympathy
1969,54610,"To know anything of a poet but his poetry is, so far as the poetry is concerned, to know something that may be entertaining, even delightful, but is certainly inessential.",John Drinkwater,poetry
1970,49190,"'Home Alone' was a movie, not an alibi.",Jerry Orbach,movies
1971,56961,"Democracy shows not only its power in reforming governments, but in regenerating a race of men and this is the greatest blessing of free governments.",Andrew Jackson,power
1972,45345,Shallow men believe in luck. Strong men believe in cause and effect.,Ralph Waldo Emerson,men
1973,57299,The disruptive powers of excessive national fecundity may have played a greater part in bursting the bonds of convention than either the power of ideas or the errors of autocracy.,John Maynard Keynes,power
1974,70843,"When you stretch the truth, watch out for the snapback.",Bill Copeland,truth
1975,17843,"Not what we experience, but how we perceive what we experience, determines our fate.",Marie von Ebner-Eschenbach,experience
1976,63006,"All partisan movements add to the fullness of our understanding of society as a whole. They never detract or, in any case, one must not allow them to do so. Experience adds to experience.",Alice Walker,society
1977,36189,"If someone decides to be a musician now, it means because there is no hope of money at the end of it, it means they really want to be a musician. And if someone is writing now, there is no hope for money at the end of it.",Doug Coupland,hope
1978,14138,"The study of consciousness that can extend beyond the body is extremely important for the issue of survival, since it is this part of human personality that would be likely to survive death.",Stanislav Grof,death
1979,35473,"You make movies for the people. If critics happen to like them too, well, that's a home run.",Vin Diesel,home
1980,62883,Society is at odds with itself.,Clint Eastwood,society
1981,64525,"God, our Creator, has stored within our minds and personalities, great potential strength and ability. Prayer helps us tap and develop these powers.",Abdul Kalam,strength
1982,3184,"There are people still in the Republican Party that I believe practice the communication of anger, of disappointment, of regret, of pain, of sorrow, of suffering. That's not what the American people want to hear.",Frank Luntz,anger
1983,74357,"Women have seldom sufficient employment to silence their feelings a round of little cares, or vain pursuits frittering away all strength of mind and organs, they become naturally only objects of sense.",Mary Wollstonecraft,women
1984,63486,"I really think that elected officials should be focused on how you create sustained economic growth, how do you create jobs and all of these issues that made people - segments of our society believe are really important are diversions politically.",Jeb Bush,society
1985,31075,Little minds are interested in the extraordinary great minds in the commonplace.,Elbert Hubbard,great
1986,43523,"Love is the ultimate theme, but it's not just for women.",Will Smith,love
1987,43981,"Marrying a man is like buying something you've been admiring for a long time in a shop window. You may love it when you get it home, but it doesn't always go with everything else in the house.",Jean Kerr,marriage
1988,75380,I don't think people understand that being poor means you have to work from dawn until dusk just to survive through the day. I think there's some notion that poor people lie about all day not doing anything.,Emma Thompson,work
1989,20384,The steady expansion of welfare programs can be taken as a measure of the steady disintegration of the Negro family structure over the past generation in the United States.,Daniel Patrick Moynihan,family
1990,35379,"At home we're the hosts, and I never liked the idea of being embarrased in front of our friends.",Knute Rockne,home
1991,16175,The focus of tolerance education is to deal with the concept of equality and fairness. We need to establish confidence with children that there is more goodness than horror in this world.,Morris Dees,education
1992,5803,"All things are perceived in the light of charity, and hence under the aspect of beauty for beauty is simply reality seen with the eyes of love.",Evelyn Underhill,beauty
1993,1315,"And then when all around grows dark, when we feel utterly alone, when all men right and left pass us by and know us not, a forgotten feeling rises in the breast.",Max Muller,alone
1994,36792,I hope that we can continue this cooperation on other critical issues related to America's future technological competitiveness. We must work together to encourage the creative talents that have made our country the world leader in technology.,Dan Lipinski,hope
1995,70764,"The truth is, sex doesn't mean that much to me now.",Lana Turner,truth
1996,9366,A great attitude does much more than turn on the lights in our worlds it seems to magically connect us to all sorts of serendipitous opportunities that were somehow absent before the change.,Earl Nightingale,change
1997,23760,"One can hardly be Indian and not know that almost every accent, which hand you eat your food with, has some deeper symbolic truth, reality.",Anish Kapoor,food
1998,51236,"A bird doesn't sing because it has an answer, it sings because it has a song.",Lou Holtz,nature
1999,5552,Ads featuring real women and real beauty are such a necessary component to offset the potentially dangerous programming out there for little girls.,Rashida Jones,beauty
2000,45796,The world is divided into men who have wit and no religion and men who have religion and no wit.,Avicenna,men
2001,46733,"My father still is a lawyer, and my mom was a teacher and then later a career counselor.",Steve Case,mom
2002,5225,Integrity reveals beauty.,Thomas Leonard,beauty
2003,50751,"I'd call what I do pop music, but it's folky and electronic and it doesn't really sound like much else.",Ellie Goulding,music
2004,40126,"What we heard today was not fiscal leadership from our Commander-in-Chief, what we heard today was a political broadside from our Campaigner-in-Chief.",Paul Ryan,leadership
2005,20336,"There's a schizoid streak within the family anyway so I dare say that I'm affected by that. The majority of the people in my family have been in some kind of mental institution, as for my brother he doesn't want to leave. He likes it very much.",David Bowie,family
2006,66294,"If the terrorists have the sympathy of people, it's much harder to find them. So we need people on our side, and that leads us to be responsible leaders of the world, show some concern with the problems.",George Soros,sympathy
2007,57221,"Power should not be concentrated in the hands of so few, and powerlessness in the hands of so many.",Maggie Kuhn,power
2008,37673,The imagination is part of the arsenal that actors draw from.,Bryan Cranston,imagination
2009,8906,What Paris has done right is to make it awful to get around by car and awfully easy to get around by public transportation or by bike.,Serge Schmemann,car
2010,57589,"I have a great relationship with my mother-in-law. We're both Leos, we understand each other.",Tori Amos,relationship
2011,15188,"The work goes on, the cause endures, the hope still lives and the dreams shall never die.",Edward Kennedy,dreams
2012,36521,"I hope I'm not a tourist attraction - I'm sure that they come here really because St. Andrews is just amazing, a beautiful place.",Prince William,hope
2013,75409,We can create the ultimate job security by becoming less dependent on the organization for which we work and more dependent on our own resources.,Bo Bennett,work
2014,34423,When the rose and the cross are united the alchemical marriage is complete and the drama ends. Then we wake from history and enter eternity.,Robert Anton Wilson,history
2015,45593,"I speak Spanish to God, Italian to women, French to men, and German to my horse.",Charles V,men
2016,12419,"But I honestly don't read critics. My dad reads absolutely everything ever written about me. He calls me up to read ecstatic reviews, but I always insist that I can't hear them. If you give value to the good reviews, you have to give value to the criticism.",Fiona Apple,dad
2017,56558,The power of an air force is terrific when there is nothing to oppose it.,Winston Churchill,power
2018,27678,"Help us to be ever faithful gardeners of the spirit, who know that without darkness nothing comes to birth, and without light nothing flowers.",May Sarton,gardening
2019,6653,He has spent his life best who has enjoyed it most. God will take care that we do not enjoy it any more than is good for us.,Samuel Butler,best
2020,66179,"You can take Elvis. You can take Marilyn Monroe. Success and fame will not be the answer if something inside of you is bothering you, if things in your mind aren't going right.",Linda Evans,success
2021,66884,"Adele Adkins' retro-soul debut, '19', was striking less for her songs than for that voice: a voluptuous, slightly parched alto that swooped and fluttered like a Dusty Springfield student trying to upstage her teacher, or at least update the rules.",Will Hermes,teacher
2022,24631,The precondition to freedom is security.,Rand Beers,freedom
2023,37903,"Then I decided to draw from and on my own imagination, and everything came out perfect.",Jack Prelutsky,imagination
2024,50664,Music is the only language in which you cannot say a mean or sarcastic thing.,John Erskine,music
2025,25399,"Friendship is the source of the greatest pleasures, and without friends even the most agreeable pursuits become tedious.",Thomas Aquinas,friendship
2026,43595,He that is jealous is not in love.,Saint Augustine,love
2027,7636,"If you like a person you say 'let's go into business together.' Man is a social animal after all, but such partnerships are fraught with danger.",Brian Tracy,business
2028,51979,"The essence of the Hebrew Bible, transmitted by Christianity, is separation: between life and death, nature and God, good and evil, man and woman, and the holy and the profane.",Dennis Prager,nature
2029,19213,I slept with faith and found a corpse in my arms on awakening I drank and danced all night with doubt and found her a virgin in the morning.,Aleister Crowley,faith
2030,44603,But I wanted marriage for myself. I was not calculating about it. I wish I was more calculating.,Linda McCartney,marriage
2031,70138,"I don't think it's true that blondes have more fun... Trust me, it is not true!",Mila Kunis,trust
2032,15246,Whatever dreams I have wished have come true.,Annette Funicello,dreams
2033,28226,"I like mathematics because it is not human and has nothing particular to do with this planet or with the whole accidental universe - because, like Spinoza's God, it won't love us in return.",Bertrand Russell,god
2034,48286,"Your body tells you what it needs, and if you sleep past your alarm on a Saturday morning, it's probably because you need the sleep.",Sophia Bush,morning
2035,25103,You have an absolute freedom in Mexican writing today in which you don't necessarily have to deal with the Mexican identity. You know why? Because we have an identity... We know who we are. We know what it means to be a Mexican.,Carlos Fuentes,freedom
2036,59814,I have always admired and had enormous respect for Elizabeth Taylor. She was not only an incredible actress but an amazing woman as well.,Lindsay Lohan,respect
2037,4801,"Liberalism is an attitude rather than a set of dogmas - an attitude that insists upon questioning all plausible and self-evident propositions, seeking not to reject them but to find out what evidence there is to support them rather than their possible alternatives.",Morris Raphael Cohen,attitude
2038,67282,"Aereo is the first potentially transformative technology that has the chance to give people access to broadcast television delivered over the Internet to any device, large or small, they desire. No wires, no new boxes or remotes, portable everywhere there's an Internet connection in the world - truly a revolutionary product.",Barry Diller,technology
2039,47833,"People who have car collections - I never understood that. I always thought that was unnecessary. It's not beautiful, it's not creative. It's just showing how much money you've got.",Daniel Radcliffe,money
2040,36809,"You know, this is a war of ideology, a war of thoughts and of faith. And we need people to really stand for faith and trust, not hope and change.",Sharron Angle,hope
2041,19287,"In the evening of life we shall be judged on love, and not one of us is going to come off very well, and were it not for my absolute faith in the loving forgiveness of my Lord I could not call on him to come.",Madeleine L'Engle,faith
2042,7745,"Negro banks, as a rule, have failed because the people, taught that their own pioneers in business cannot function in this sphere, withdrew their deposits.",Carter G. Woodson,business
2043,20629,"A family is very special. So when a family splits up, it's not good, it's never good.",Aung San Suu Kyi,family
2044,7382,My son is now an 'entrepreneur.' That's what you're called when you don't have a job.,Ted Turner,business
2045,54728,"The urge to write poetry is like having an itch. When the itch becomes annoying enough, you scratch it.",Robert Penn Warren,poetry
2046,22005,The fear really hits you. That's what you feel first. And then it's the anger and frustration. Part of the problem is how little we understand about the ultimate betrayal of the body when it rebels against itself.,Charles Bronson,fear
2047,7532,Making money is art and working is art and good business is the best art.,Andy Warhol,business
2048,42449,"Respect is one of life's greatest treasures. I mean, what does it all add up to if you don't have that?",Marilyn Monroe,life
2049,41561,A married woman has the same right to control her own body as does an unmarried woman.,Sol Wachtler,legal
2050,27039,"We shall be better prepared for the future if we see how terrible, how doomed the present is.",Iris Murdoch,future
2051,60545,"It's funny, I can sit through the worst horror film ever made but even a quite good romantic comedy can drive me nuts.",Jason Reitman,romantic
2052,66263,You will find that the woman who is really kind to dogs is always one who has failed to inspire sympathy in men.,Max Beerbohm,sympathy
2053,33755,"However, many skilled medical volunteers are turned away because community health centers cannot afford to cover their additional medical liability insurance.",Tim Murphy,health
2054,57062,I truly believe that we have infinite levels of power that we don't even know are available to us.,Michael J. Fox,power
2055,66269,"I've always liked Saturn. But I also have some sympathy for Pluto because I heard it's been downgraded from a planet, and I think it should remain a planet. Once you've given something planetary status it's kind of mean to take it away.",Jared Leto,sympathy
2056,22039,The voice of the intelligence is drowned out by the roar of fear. It is ignored by the voice of desire. It is contradicted by the voice of shame. It is biased by hate and extinguished by anger. Most of all it is silenced by ignorance.,Karl A. Menninger,fear
2057,12571,"In my case, I was born to parents who were very young, and I don't think they were entirely ready to have a child. My dad was going to college and working two or three jobs at the same time, and my mum was working and going to school.",Gillian Anderson,dad
2058,29113,"Only government can take perfectly good paper, cover it with perfectly good ink and make the combination worthless.",Milton Friedman,good
2059,6248,"The boundaries which divide Life from Death are at best shadowy and vague. Who shall say where the one ends, and where the other begins?",Edgar Allan Poe,best
2060,57385,The superior power of population cannot be checked without producing misery or vice.,Thomas Malthus,power
2061,74700,"We must cultivate our own garden. When man was put in the garden of Eden he was put there so that he should work, which proves that man was not born to rest.",Voltaire,work
2062,30288,"The measure of a man is not how great his faith is, but how great his love is. We must not let government programs disconnect our souls from each other.",J. C. Watts,government
2063,10258,"I think sex is very interesting for most people, but I'm interested in sex as a way of communication, I'm not that interested in the fantasy version of a sex scene.",Maggie Gyllenhaal,communication
2064,66352,I didn't feel any remorse or sympathy if I injured a rival. I went over the top a few times but I never broke anyone's leg.,Peter Storey,sympathy
2065,18250,"On the one hand, we'll never experience childbirth. On the other hand, we can open all our own jars.",Bruce Willis,experience
2066,33207,"Under the Healthy Americans Act, you're in charge of your health care - not your employer. If you lose your job, change jobs or just can't find a job, your health insurance is guaranteed to stick with you.",Ron Wyden,health
2067,54724,Reality only reveals itself when it is illuminated by a ray of poetry.,Georges Braque,poetry
2068,61453,"Nothing in the universe can travel at the speed of light, they say, forgetful of the shadow's speed.",Howard Nemerov,science
2069,24815,"Human freedom involves our capacity to pause, to choose the one response toward which we wish to throw our weight.",Rollo May,freedom
2070,58650,I'm sickened by all religions. Religion has divided people. I don't think there's any difference between the pope wearing a large hat and parading around with a smoking purse and an African painting his face white and praying to a rock.,Howard Stern,religion
2071,38532,Human folk are as a matter of fact eager to find intelligence in animals.,Edward Thorndike,intelligence
2072,40642,Wisdom is learning what to overlook.,William James,learning
2073,41704,It is imperative that when thousands of selfless volunteers respond to those who have incurred the wrath of a natural disaster that legal liability need not be hanging over their heads.,Jon Porter,legal
2074,65725,"I cannot give you the formula for success, but I can give you the formula for failure - which is: Try to please everybody.",Herbert Bayard Swope,success
2075,61888,"And by the way, I wanted to point out that Kindred is not science fiction. You'll note there's no science in it. It's a kind of grim fantasy.",Octavia Butler,science
2076,14658,Nothing they design ever gets in the way of a work of art.,Robert Hughes,design
2077,58046,I would never put my close friends or a real relationship on a show.,Kristin Cavallari,relationship
2078,73707,"I think women are natural caretakers. They take care of everybody. They take care of their husbands and their kids and their dogs, and don't spend a lot of time just getting back and taking time out.",Reese Witherspoon,women
2079,32808,Happiness is the sublime moment when you get out of your corsets at night.,Joyce Grenfell,happiness
2080,69161,Writing and travel broaden your ass if not your mind and I like to write standing up.,Ernest Hemingway,travel
2081,8199,"I know from my own experience and from other people in the business that when you come from a place where nobody knew who you were and then there is this sudden shift to where everybody now knows who you are, there's an adjustment that you have to make.",Kristen Wiig,business
2082,58887,"You have this mounting aggressive ignorance with the rabbit's foot of their particular religion. You don't really have any kind of spiritual law, just a kind of a rabid mental illness. The songs are a little slice of life.",Joni Mitchell,religion
2083,37739,"All the best have something in common, a regard for reality, an agreement to its primacy over the imagination.",Wislawa Szymborska,imagination
2084,40917,"The spotlight will always be on me, but it's something I'm learning to live with as the years go by.",David Beckham,learning
2085,4954,"There's a punk-rock attitude, clearly, to 'Hated.' There's even a punk-rock attitude to 'The Hangover,' I think. We start the movie with a Glenn Danzig song.",Todd Phillips,attitude
2086,42060,I have inspiration and feelings of being alive most every day I live.,Judy Collins,life
2087,41476,I acted in theater and I took film classes when I was 12 and just obsessed over it. I loved it and spent hours and hours in the film studio learning and watching.,Mary Elizabeth Winstead,learning
2088,47937,"If there's something that can be formulated, regulated, give you security, then nobody would lose money. Every movie would be successful. And that's certainly not the case.",Ang Lee,money
2089,39345,The best advice I ever got was that knowledge is power and to keep reading.,David Bailey,knowledge
2090,19336,It's very important that every movie I do makes money because I want the people that had the faith in me to get their money back.,Quentin Tarantino,faith
2091,25473,"Marriage is the highest state of friendship. If happy, it lessens our cares by dividing them, at the same time that it doubles our pleasures by mutual participation.",Samuel Richardson,friendship
2092,19670,My faith doesn't go over real well in Hollywood.,Jim Caviezel,faith
2093,72382,"During the Cold War, we were interested because we were scared that Russia and the United States were going to go to war. We were scared that Russia was going to take over the world. Every country became a battleground.",Fareed Zakaria,war
2094,36258,I hope that the mistakes made and suffering imposed upon Japanese Americans nearly 60 years ago will not be repeated against Arab Americans whose loyalties are now being called into question.,Daniel Inouye,hope
2095,74923,Slaves are generally expected to sing as well as to work.,Frederick Douglass,work
2096,3138,"I have a right to my anger, and I don't want anybody telling me I shouldn't be, that it's not nice to be, and that something's wrong with me because I get angry.",Maxine Waters,anger
2097,29494,"I don't look to a man to get pride in myself. It's not about having a black president, it's about having a good president, and I think that's the most important thing.",Allen West,good
2098,57560,"So the American government lied to the Native Americans for many, many years, and then President Clinton lied about a relationship, and everyone was surprised! A little naive, I feel!",Eddie Izzard,relationship
2099,25861,"I've never been married, but I tell people I'm divorced so they won't think something's wrong with me.",Elayne Boosler,funny
2100,56692,"We do not need more intellectual power, we need more spiritual power. We do not need more of the things that are seen, we need more of the things that are unseen.",Calvin Coolidge,power
2101,56113,I think the state of the NFL has a very positive outlook.,Roger Goodell,positive
2102,53706,"A desire arises in the mind. It is satisfied immediately another comes. In the interval which separates two desires a perfect calm reigns in the mind. It is at this moment freed from all thought, love or hate. Complete peace equally reigns between two mental waves.",Sivananda,peace
2103,15496,I had some wonderful dreaming meetings. I can't tell you specifically what they've been in the recent months. In the past they've been verbal kinds of messages that he needed to give me. Now they're more dreams of his presence.,Judy Collins,dreams
